customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01240,Male,1,No,No,3,Yes,DSL,Month-to-month,Mailed check,48.88,260.65,No
CUST01241,Female,0,Yes,No,66,Yes,DSL,Month-to-month,Mailed check,52.74,3358.61,Yes
CUST01242,Male,0,Yes,Yes,35,Yes,No,One year,Bank transfer,96.82,3443.44,No
CUST01243,Male,0,Yes,No,41,Yes,Fiber optic,Month-to-month,Credit card,37.32,1534.44,No
CUST01244,Male,0,Yes,No,59,Yes,DSL,One year,Mailed check,58.18,3408.29,No
CUST01245,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Electronic check,23.08,413.17,No
CUST01246,Female,0,Yes,No,56,Yes,DSL,Month-to-month,Bank transfer,102.66,5729.45,Yes
CUST01247,Female,0,No,No,45,Yes,Fiber optic,Month-to-month,Credit card,54.07,2378.8,Yes
CUST01248,Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,Mailed check,44.82,2650.15,No
CUST01249,Female,1,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Credit card,77.99,3896.79,Yes
CUST01250,Male,1,No,No,12,Yes,DSL,Month-to-month,Bank transfer,90.5,1046.97,Yes
CUST01251,Female,1,No,Yes,12,Yes,Fiber optic,One year,Credit card,101.29,1186.82,Yes
CUST01252,Female,0,Yes,No,33,Yes,DSL,Month-to-month,Bank transfer,54.78,1787.09,No
CUST01253,Female,0,Yes,No,49,Yes,Fiber optic,Two year,Credit card,101.23,4878.96,No
CUST01254,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Credit card,66.49,1311.76,Yes
CUST01255,Female,0,Yes,No,60,Yes,Fiber optic,One year,Bank transfer,30.11,1853.25,No
CUST01256,Female,0,Yes,No,52,Yes,Fiber optic,Month-to-month,Credit card,104.63,5369.57,Yes
CUST01257,Male,0,No,No,54,Yes,Fiber optic,Two year,Electronic check,74.76,4036.15,No
CUST01258,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Mailed check,80.25,3036.28,Yes
CUST01259,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Credit card,113.75,5649.06,Yes
CUST01260,Male,0,Yes,No,64,Yes,No,Month-to-month,Credit card,75.92,4845.4,Yes
CUST01261,Male,0,No,Yes,26,Yes,Fiber optic,Two year,Credit card,20.56,590.45,No
CUST01262,Male,0,No,No,71,Yes,No,Two year,Mailed check,107.06,7706.98,No
CUST01263,Male,0,No,Yes,7,Yes,DSL,Month-to-month,Bank transfer,48.48,274.92,Yes
CUST01264,Female,0,Yes,Yes,62,Yes,Fiber optic,One year,Mailed check,70.18,4317.12,No
CUST01265,Male,0,No,No,24,Yes,No,Month-to-month,Credit card,40.49,1015.36,No
CUST01266,Male,0,Yes,Yes,40,Yes,DSL,Month-to-month,Bank transfer,49.7,1956.35,Yes
CUST01267,Female,0,No,No,47,Yes,No,Month-to-month,Credit card,88.66,4181.54,Yes
CUST01268,Male,0,No,No,8,Yes,DSL,Two year,Bank transfer,62.96,508.81,No
CUST01269,Female,0,No,No,54,Yes,No,Month-to-month,Credit card,82.71,4349.2,Yes
CUST01270,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Credit card,102.36,968.42,Yes
CUST01271,Female,1,Yes,Yes,3,Yes,DSL,Month-to-month,Bank transfer,54.08,155.38,Yes
CUST01272,Male,0,No,Yes,54,Yes,Fiber optic,Month-to-month,Electronic check,76.83,4089.12,Yes
CUST01273,Male,0,Yes,No,21,Yes,DSL,Month-to-month,Mailed check,97.76,2130.3,No
CUST01274,Male,0,Yes,Yes,48,Yes,DSL,Month-to-month,Bank transfer,91.51,4357.34,Yes
CUST01275,Female,1,Yes,Yes,47,Yes,DSL,Month-to-month,Mailed check,73.98,3439.17,Yes
CUST01276,Male,0,No,Yes,68,Yes,Fiber optic,Month-to-month,Electronic check,58.34,3877.08,Yes
CUST01277,Male,0,Yes,No,63,Yes,No,Month-to-month,Electronic check,60.75,3857.0,Yes
CUST01278,Male,0,No,Yes,16,Yes,DSL,Month-to-month,Bank transfer,63.31,1015.08,No
CUST01279,Female,1,No,Yes,5,Yes,Fiber optic,Two year,Electronic check,54.88,187.49,No
CUST01280,Female,0,No,Yes,11,No,DSL,Month-to-month,Electronic check,89.91,1001.29,Yes
CUST01281,Male,0,Yes,No,29,Yes,Fiber optic,One year,Credit card,32.54,985.04,No
CUST01282,Male,0,No,Yes,70,Yes,DSL,Month-to-month,Credit card,116.75,8195.61,Yes
CUST01283,Male,0,Yes,Yes,48,Yes,DSL,Month-to-month,Electronic check,97.9,4765.44,No
CUST01284,Male,0,Yes,No,15,Yes,DSL,Month-to-month,Credit card,49.82,717.08,Yes
CUST01285,Female,0,No,Yes,34,Yes,Fiber optic,One year,Electronic check,24.25,912.89,No
CUST01286,Female,0,No,No,60,Yes,Fiber optic,One year,Credit card,91.13,5467.98,No
CUST01287,Female,0,No,No,62,Yes,Fiber optic,Month-to-month,Electronic check,93.44,5833.3,Yes
CUST01288,Female,0,Yes,No,2,Yes,DSL,Month-to-month,Electronic check,116.36,296.6,Yes
CUST01289,Male,1,Yes,No,19,Yes,Fiber optic,One year,Mailed check,45.37,994.51,Yes
CUST01290,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Electronic check,28.27,1331.17,No
CUST01291,Male,0,No,No,28,Yes,DSL,One year,Mailed check,111.51,3085.31,No
CUST01292,Female,0,Yes,Yes,48,Yes,DSL,Month-to-month,Bank transfer,45.86,2210.77,No
CUST01293,Male,0,Yes,No,37,Yes,DSL,One year,Electronic check,92.15,3391.01,No
CUST01294,Female,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Electronic check,26.07,1237.34,No
CUST01295,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Mailed check,96.06,4534.64,Yes
CUST01296,Male,0,Yes,No,29,Yes,Fiber optic,One year,Electronic check,32.7,954.59,No
CUST01297,Male,0,Yes,Yes,60,No,DSL,Month-to-month,Credit card,89.56,5413.37,No
CUST01298,Male,0,Yes,Yes,29,Yes,DSL,Month-to-month,Mailed check,73.23,2141.28,Yes
CUST01299,Female,0,Yes,Yes,58,Yes,No,Month-to-month,Mailed check,115.55,6620.41,Yes
CUST01300,Male,0,Yes,No,48,Yes,DSL,Month-to-month,Credit card,23.69,1056.81,No
CUST01301,Female,1,No,Yes,23,Yes,No,Month-to-month,Electronic check,49.2,1134.66,Yes
CUST01302,Male,0,Yes,Yes,27,Yes,Fiber optic,Two year,Bank transfer,26.95,715.71,No
CUST01303,Female,1,No,No,7,Yes,DSL,One year,Bank transfer,107.92,739.55,Yes
CUST01304,Female,0,No,Yes,49,No,Fiber optic,Month-to-month,Bank transfer,79.39,3876.23,Yes
CUST01305,Male,1,Yes,Yes,54,Yes,No,One year,Mailed check,73.5,3944.09,No
CUST01306,Female,0,No,Yes,68,Yes,Fiber optic,Month-to-month,Mailed check,33.15,2261.64,No
CUST01307,Female,0,No,No,42,No,Fiber optic,Month-to-month,Credit card,68.9,2948.86,Yes
CUST01308,Male,0,No,Yes,59,Yes,DSL,Month-to-month,Electronic check,59.87,3485.62,Yes
CUST01309,Female,0,Yes,Yes,44,Yes,Fiber optic,One year,Credit card,51.58,2292.16,Yes
CUST01310,Male,0,No,No,26,Yes,Fiber optic,One year,Mailed check,97.22,2531.85,No
CUST01311,Female,0,Yes,No,23,Yes,No,Month-to-month,Bank transfer,26.13,511.83,Yes
CUST01312,Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Electronic check,84.67,644.58,Yes
CUST01313,Male,0,No,Yes,53,Yes,Fiber optic,Month-to-month,Bank transfer,102.3,5422.41,Yes
CUST01314,Female,0,No,No,14,No,DSL,Month-to-month,Electronic check,110.73,1658.44,Yes
CUST01315,Female,0,No,No,71,Yes,DSL,Month-to-month,Bank transfer,94.59,6679.63,No
CUST01316,Female,0,Yes,No,7,Yes,DSL,Month-to-month,Electronic check,48.25,307.24,Yes
CUST01317,Female,0,No,Yes,9,Yes,DSL,One year,Bank transfer,80.05,741.11,No
CUST01318,Female,0,No,No,3,Yes,DSL,One year,Credit card,34.14,96.76,Yes
CUST01319,Male,0,Yes,No,17,Yes,DSL,Month-to-month,Mailed check,31.71,475.99,No
CUST01320,Female,0,Yes,No,44,Yes,No,Month-to-month,Credit card,83.86,3603.09,Yes
CUST01321,Male,0,Yes,No,46,Yes,Fiber optic,One year,Bank transfer,105.11,4741.99,No
CUST01322,Male,0,No,No,58,Yes,Fiber optic,Two year,Electronic check,26.72,1592.26,No
CUST01323,Female,0,Yes,Yes,28,Yes,No,Month-to-month,Credit card,30.6,805.28,Yes
CUST01324,Male,0,Yes,Yes,14,Yes,DSL,Month-to-month,Bank transfer,76.56,1190.34,Yes
CUST01325,Male,0,Yes,No,9,Yes,Fiber optic,One year,Mailed check,41.82,349.97,No
CUST01326,Male,0,Yes,No,26,Yes,Fiber optic,One year,Electronic check,81.18,2149.25,No
CUST01327,Male,0,Yes,No,2,Yes,DSL,Month-to-month,Credit card,41.45,24.81,Yes
CUST01328,Female,0,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Mailed check,31.65,1085.6,No
CUST01329,Male,0,No,Yes,19,Yes,DSL,Month-to-month,Bank transfer,74.56,1487.31,Yes
CUST01330,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,Electronic check,106.22,4125.09,No
CUST01331,Female,0,No,Yes,13,No,DSL,One year,Bank transfer,88.51,1096.35,No
CUST01332,Male,0,Yes,No,5,Yes,No,Month-to-month,Electronic check,101.87,490.74,No
CUST01333,Female,0,Yes,No,50,Yes,Fiber optic,One year,Mailed check,46.63,2320.69,No
CUST01334,Female,0,Yes,No,23,No,Fiber optic,Month-to-month,Mailed check,108.6,2448.52,Yes
CUST01335,Female,0,No,No,29,Yes,Fiber optic,Month-to-month,Mailed check,57.7,1755.95,Yes
CUST01336,Male,1,Yes,Yes,26,Yes,DSL,One year,Credit card,105.24,2737.18,No
CUST01337,Female,0,Yes,No,57,Yes,Fiber optic,One year,Credit card,67.12,3889.85,Yes
CUST01338,Female,1,Yes,Yes,1,Yes,Fiber optic,Two year,Credit card,46.79,100.51,No
CUST01339,Female,0,Yes,Yes,28,Yes,DSL,Month-to-month,Bank transfer,46.03,1373.9,No
CUST01340,Male,0,No,No,62,Yes,Fiber optic,Month-to-month,Credit card,76.77,4696.79,Yes
CUST01341,Female,0,No,Yes,47,Yes,DSL,Two year,Electronic check,27.9,1343.53,No
CUST01342,Male,0,No,Yes,59,Yes,DSL,One year,Mailed check,113.01,6642.4,No
CUST01343,Male,0,No,No,31,Yes,Fiber optic,Two year,Bank transfer,47.15,1454.55,No
CUST01344,Male,0,No,Yes,70,Yes,Fiber optic,Month-to-month,Bank transfer,53.56,3695.15,No
CUST01345,Male,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Credit card,43.33,2239.42,No
CUST01346,Male,1,Yes,No,5,Yes,Fiber optic,Month-to-month,Electronic check,20.3,64.74,Yes
CUST01347,Male,0,Yes,Yes,31,Yes,DSL,One year,Mailed check,89.26,2799.7,No
CUST01348,Female,0,No,Yes,37,Yes,Fiber optic,Two year,Bank transfer,79.06,2860.94,No
CUST01349,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Mailed check,100.96,1501.68,Yes
CUST01350,Female,0,No,Yes,52,Yes,Fiber optic,Month-to-month,Electronic check,24.1,1306.23,No
CUST01351,Female,0,Yes,No,69,Yes,No,Month-to-month,Mailed check,112.87,7805.4,Yes
CUST01352,Male,0,No,Yes,11,No,No,Month-to-month,Credit card,53.09,536.91,No
CUST01353,Female,1,Yes,Yes,43,Yes,Fiber optic,Month-to-month,Mailed check,111.31,4750.58,No
CUST01354,Female,0,Yes,No,70,Yes,Fiber optic,One year,Bank transfer,30.71,2157.84,No
CUST01355,Female,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Credit card,94.39,2170.11,Yes
CUST01356,Female,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Credit card,77.94,3051.95,Yes
CUST01357,Male,0,No,No,63,Yes,DSL,Month-to-month,Credit card,55.82,3497.61,No
CUST01358,Female,0,Yes,Yes,2,Yes,Fiber optic,One year,Credit card,27.91,48.52,No
CUST01359,Male,0,Yes,No,47,Yes,No,Month-to-month,Bank transfer,80.47,3810.51,Yes
CUST01360,Female,0,Yes,Yes,30,Yes,Fiber optic,Two year,Electronic check,22.64,729.85,No
CUST01361,Female,0,No,Yes,16,Yes,Fiber optic,One year,Electronic check,70.13,1155.64,No
CUST01362,Male,0,Yes,Yes,59,Yes,DSL,Month-to-month,Credit card,80.42,4761.76,Yes
CUST01363,Female,0,Yes,Yes,47,Yes,DSL,Month-to-month,Electronic check,93.25,4400.88,Yes
CUST01364,Female,0,Yes,Yes,30,Yes,DSL,Two year,Bank transfer,119.13,3597.75,No
CUST01365,Female,0,Yes,No,9,No,DSL,Month-to-month,Electronic check,46.01,461.93,Yes
CUST01366,Male,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Electronic check,52.24,3480.19,Yes
CUST01367,Female,0,No,Yes,59,Yes,DSL,Two year,Bank transfer,54.11,3143.86,No
CUST01368,Male,0,No,Yes,64,Yes,Fiber optic,One year,Electronic check,93.16,5939.83,No
CUST01369,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,Credit card,113.18,955.97,Yes
CUST01370,Male,0,Yes,No,52,No,DSL,Month-to-month,Credit card,117.43,6056.61,Yes
CUST01371,Male,0,No,No,18,Yes,DSL,One year,Bank transfer,114.58,1997.66,No
CUST01372,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Credit card,107.94,6228.44,No
CUST01373,Female,0,Yes,No,49,Yes,DSL,Month-to-month,Credit card,119.1,5839.58,No
CUST01374,Male,0,Yes,Yes,32,Yes,DSL,Month-to-month,Credit card,57.59,1818.96,No
CUST01375,Male,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Credit card,114.83,5530.32,Yes
CUST01376,Female,0,No,No,45,Yes,No,Two year,Credit card,96.1,4310.29,No
CUST01377,Male,1,No,No,54,Yes,Fiber optic,One year,Electronic check,36.85,1972.64,No
CUST01378,Female,0,No,No,46,Yes,DSL,One year,Bank transfer,24.55,1045.85,No
CUST01379,Female,0,Yes,No,31,Yes,DSL,Two year,Mailed check,41.45,1314.89,No
CUST01380,Female,0,No,No,37,Yes,No,Month-to-month,Bank transfer,97.88,3652.16,No
CUST01381,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Bank transfer,83.17,1321.37,Yes
CUST01382,Male,1,Yes,No,46,Yes,Fiber optic,Month-to-month,Bank transfer,42.44,1959.69,No
CUST01383,Female,0,No,No,46,No,DSL,Month-to-month,Electronic check,94.19,4340.08,No
CUST01384,Male,1,Yes,No,61,Yes,DSL,Month-to-month,Bank transfer,34.13,2134.5,No
CUST01385,Female,1,No,Yes,46,Yes,DSL,Month-to-month,Bank transfer,102.18,4711.42,No
CUST01386,Male,1,No,No,51,Yes,Fiber optic,Month-to-month,Electronic check,99.42,5003.65,No
CUST01387,Female,0,No,No,62,Yes,DSL,Month-to-month,Credit card,117.26,7365.52,Yes
CUST01388,Male,0,Yes,Yes,35,Yes,No,Month-to-month,Mailed check,35.03,1290.5,Yes
CUST01389,Male,0,No,Yes,42,Yes,DSL,Month-to-month,Credit card,110.66,4650.21,Yes
CUST01390,Female,0,No,Yes,45,No,Fiber optic,Month-to-month,Bank transfer,54.11,2442.69,Yes
CUST01391,Female,0,No,No,68,Yes,DSL,Month-to-month,Credit card,61.61,4203.94,Yes
CUST01392,Female,0,No,No,47,No,Fiber optic,Month-to-month,Electronic check,66.84,3102.95,Yes
CUST01393,Female,0,Yes,No,30,Yes,DSL,Two year,Mailed check,82.69,2536.44,No
CUST01394,Male,0,Yes,No,24,Yes,Fiber optic,Two year,Credit card,119.48,2918.05,No
CUST01395,Female,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Bank transfer,80.0,5275.68,Yes
CUST01396,Male,0,No,No,43,Yes,DSL,Two year,Mailed check,112.67,4878.43,No
CUST01397,Male,0,No,No,34,Yes,Fiber optic,Two year,Bank transfer,45.5,1599.17,No
CUST01398,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Credit card,59.84,1387.67,Yes
CUST01399,Male,0,No,No,61,No,No,Month-to-month,Credit card,70.45,4245.91,No
CUST01400,Male,0,No,No,37,Yes,No,Two year,Bank transfer,52.29,1969.02,No
CUST01401,Male,0,Yes,No,13,Yes,No,One year,Mailed check,117.69,1532.79,No
CUST01402,Male,1,Yes,No,71,Yes,DSL,Month-to-month,Mailed check,92.57,6517.73,Yes
CUST01403,Female,0,Yes,Yes,7,Yes,DSL,One year,Mailed check,67.89,526.97,No
CUST01404,Female,0,No,Yes,42,Yes,No,Month-to-month,Credit card,95.13,4007.31,No
CUST01405,Female,0,Yes,Yes,38,Yes,Fiber optic,Month-to-month,Credit card,66.74,2524.64,Yes
CUST01406,Female,0,Yes,Yes,52,Yes,DSL,Month-to-month,Bank transfer,21.72,1233.04,Yes
CUST01407,Male,0,No,No,44,Yes,Fiber optic,Month-to-month,Bank transfer,74.32,3242.82,Yes
CUST01408,Male,0,Yes,No,64,No,DSL,Month-to-month,Electronic check,82.52,5234.14,No
CUST01409,Female,0,No,No,13,Yes,Fiber optic,Two year,Electronic check,118.12,1543.38,No
CUST01410,Female,0,No,Yes,28,Yes,Fiber optic,Month-to-month,Electronic check,24.08,666.48,No
CUST01411,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Bank transfer,71.21,43.28,Yes
CUST01412,Male,0,No,Yes,43,Yes,DSL,Month-to-month,Mailed check,29.82,1352.7,No
CUST01413,Female,1,Yes,No,42,Yes,Fiber optic,Month-to-month,Electronic check,34.9,1409.69,Yes
CUST01414,Female,1,Yes,No,50,Yes,Fiber optic,Two year,Bank transfer,81.05,4067.99,No
CUST01415,Female,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,Credit card,43.16,2593.97,No
CUST01416,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Mailed check,94.92,94.37,Yes
CUST01417,Male,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Electronic check,71.42,3700.19,Yes
CUST01418,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Credit card,41.82,771.82,Yes
CUST01419,Male,0,No,No,39,No,Fiber optic,Month-to-month,Mailed check,69.38,2705.83,No
CUST01420,Male,1,No,Yes,15,Yes,Fiber optic,Month-to-month,Mailed check,20.09,345.76,Yes
CUST01421,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Credit card,106.27,3508.95,Yes
CUST01422,Male,0,No,Yes,53,Yes,DSL,Month-to-month,Electronic check,21.27,1131.25,No
CUST01423,Male,0,No,Yes,17,Yes,Fiber optic,Two year,Electronic check,20.7,374.47,No
CUST01424,Female,1,Yes,No,6,Yes,Fiber optic,Month-to-month,Credit card,81.15,495.33,Yes
CUST01425,Female,0,Yes,No,31,Yes,DSL,Month-to-month,Credit card,117.35,3592.28,No
CUST01426,Male,0,No,No,69,Yes,Fiber optic,One year,Credit card,105.59,7352.27,Yes
CUST01427,Male,0,No,Yes,40,Yes,DSL,One year,Bank transfer,45.2,1830.47,No
CUST01428,Female,0,Yes,No,30,No,DSL,Month-to-month,Mailed check,39.67,1187.76,No
CUST01429,Male,0,No,No,69,No,No,Two year,Electronic check,82.61,5668.77,No
CUST01430,Male,1,No,No,7,No,No,One year,Electronic check,102.26,730.42,Yes
CUST01431,Male,0,No,No,13,Yes,Fiber optic,Month-to-month,Credit card,56.21,718.57,Yes
CUST01432,Female,0,No,No,4,No,Fiber optic,Month-to-month,Mailed check,63.24,262.07,Yes
CUST01433,Female,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Credit card,31.55,1568.06,No
CUST01434,Female,0,No,No,3,Yes,No,Month-to-month,Mailed check,35.28,64.29,Yes
CUST01435,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Credit card,76.84,1002.6,No
CUST01436,Female,0,No,Yes,65,No,Fiber optic,Month-to-month,Credit card,30.27,1920.36,Yes
CUST01437,Male,0,Yes,Yes,27,Yes,Fiber optic,One year,Mailed check,40.2,1046.36,No
CUST01438,Female,0,No,No,50,Yes,DSL,Month-to-month,Electronic check,43.47,2207.41,No
CUST01439,Male,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Electronic check,64.39,1110.12,No
CUST01440,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Bank transfer,24.56,818.96,No
CUST01441,Female,1,Yes,No,51,Yes,Fiber optic,One year,Mailed check,69.98,3594.14,No
CUST01442,Female,0,No,Yes,17,Yes,Fiber optic,One year,Electronic check,112.87,1881.14,No
CUST01443,Male,0,No,No,34,Yes,DSL,Month-to-month,Electronic check,22.45,796.8,No
CUST01444,Male,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Mailed check,83.1,2876.35,No
CUST01445,Male,0,Yes,No,24,Yes,DSL,Month-to-month,Electronic check,103.58,2538.61,No
CUST01446,Female,0,Yes,No,54,Yes,DSL,One year,Mailed check,51.25,2717.6,No
CUST01447,Female,0,Yes,No,18,No,No,Month-to-month,Electronic check,33.15,557.05,Yes
CUST01448,Female,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Credit card,24.33,1178.26,Yes
CUST01449,Female,0,No,No,46,Yes,Fiber optic,Month-to-month,Mailed check,84.39,3897.45,Yes
CUST01450,Female,0,Yes,No,48,Yes,DSL,Two year,Mailed check,75.22,3607.96,No
CUST01451,Male,0,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Electronic check,42.93,1422.43,No
CUST01452,Female,1,No,No,27,Yes,Fiber optic,Two year,Mailed check,103.16,2779.42,Yes
CUST01453,Male,0,Yes,Yes,1,Yes,DSL,Month-to-month,Bank transfer,93.55,90.89,Yes
CUST01454,Male,0,Yes,No,59,Yes,DSL,Month-to-month,Bank transfer,47.64,2786.66,No
CUST01455,Male,1,Yes,Yes,10,Yes,DSL,Month-to-month,Mailed check,95.34,877.85,Yes
CUST01456,Female,1,No,Yes,25,Yes,Fiber optic,One year,Bank transfer,44.5,1042.75,No
CUST01457,Female,0,Yes,Yes,57,Yes,No,One year,Electronic check,87.53,4949.14,No
CUST01458,Female,0,No,No,66,Yes,Fiber optic,One year,Electronic check,31.85,2086.0,No
CUST01459,Male,0,No,Yes,15,No,No,One year,Mailed check,89.22,1411.53,No
CUST01460,Male,0,Yes,Yes,28,Yes,Fiber optic,One year,Electronic check,43.88,1177.68,No
CUST01461,Male,0,No,No,13,Yes,Fiber optic,Two year,Electronic check,77.25,949.63,No
CUST01462,Male,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Bank transfer,37.25,430.48,No
CUST01463,Male,0,Yes,No,66,Yes,Fiber optic,One year,Electronic check,92.6,6136.66,Yes
CUST01464,Male,0,Yes,No,34,Yes,Fiber optic,Two year,Electronic check,26.09,876.39,No
CUST01465,Female,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Bank transfer,36.54,848.79,No
CUST01466,Female,0,Yes,Yes,54,Yes,DSL,One year,Credit card,38.41,2072.71,No
CUST01467,Female,0,No,No,12,Yes,DSL,Month-to-month,Mailed check,24.13,260.39,No
CUST01468,Female,0,No,Yes,9,Yes,No,Month-to-month,Mailed check,94.5,915.26,No
CUST01469,Male,0,No,Yes,31,Yes,DSL,Month-to-month,Credit card,118.1,3627.57,Yes
CUST01470,Male,1,No,Yes,53,Yes,No,Month-to-month,Bank transfer,97.84,5270.43,Yes
CUST01471,Female,0,Yes,Yes,43,Yes,Fiber optic,Month-to-month,Bank transfer,106.06,4569.19,No
CUST01472,Male,0,Yes,No,38,Yes,DSL,Two year,Electronic check,20.6,763.06,No
CUST01473,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Electronic check,31.79,1322.33,No
CUST01474,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,Mailed check,75.9,3657.86,Yes
CUST01475,Female,1,No,No,67,Yes,DSL,One year,Mailed check,117.79,7878.52,No
CUST01476,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Bank transfer,86.07,5634.34,Yes
CUST01477,Female,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Electronic check,57.41,950.11,No
CUST01478,Female,0,No,Yes,16,Yes,DSL,Month-to-month,Bank transfer,34.61,603.34,Yes
CUST01479,Female,0,Yes,Yes,31,Yes,DSL,Month-to-month,Credit card,35.28,1145.04,Yes
CUST01480,Male,0,Yes,No,58,Yes,DSL,Month-to-month,Mailed check,56.28,3256.23,Yes
CUST01481,Male,0,No,Yes,28,Yes,DSL,Two year,Mailed check,91.38,2613.23,No
CUST01482,Female,0,No,No,4,Yes,DSL,Month-to-month,Bank transfer,23.18,108.49,No
CUST01483,Male,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Electronic check,105.22,1037.57,Yes
CUST01484,Male,0,No,No,51,Yes,DSL,Two year,Electronic check,114.16,5794.11,No
CUST01485,Male,1,No,No,18,Yes,Fiber optic,One year,Credit card,108.88,2005.87,No
CUST01486,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Credit card,111.3,5146.96,No
CUST01487,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Credit card,21.53,758.4,Yes
CUST01488,Male,0,No,Yes,30,Yes,Fiber optic,One year,Bank transfer,117.78,3539.7,No
CUST01489,Male,1,Yes,No,36,Yes,Fiber optic,One year,Mailed check,56.64,2009.19,No
CUST01490,Male,0,Yes,Yes,9,Yes,Fiber optic,One year,Bank transfer,106.93,926.63,No
CUST01491,Male,0,Yes,No,36,No,DSL,Month-to-month,Bank transfer,38.68,1370.32,No
CUST01492,Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Electronic check,64.65,1910.15,No
CUST01493,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Credit card,24.42,406.3,Yes
CUST01494,Female,0,Yes,Yes,21,Yes,DSL,One year,Mailed check,24.01,481.26,No
CUST01495,Male,0,Yes,No,64,Yes,Fiber optic,One year,Credit card,114.33,7290.08,No
CUST01496,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Credit card,101.06,6685.66,No
CUST01497,Female,0,Yes,Yes,59,Yes,DSL,Month-to-month,Credit card,72.98,4443.0,Yes
CUST01498,Male,0,No,Yes,28,No,Fiber optic,Two year,Mailed check,72.55,2168.07,No
CUST01499,Male,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Electronic check,94.88,5270.96,Yes
CUST01500,Male,0,No,No,31,Yes,No,Month-to-month,Mailed check,54.17,1640.55,Yes
CUST01501,Female,0,No,No,33,Yes,DSL,One year,Mailed check,96.19,3211.97,No
CUST01502,Female,0,No,No,60,Yes,DSL,Month-to-month,Electronic check,68.5,4072.79,No
CUST01503,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Mailed check,83.79,3423.95,Yes
CUST01504,Male,0,No,No,46,Yes,DSL,Month-to-month,Mailed check,116.48,5426.36,Yes
CUST01505,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Bank transfer,67.13,3277.17,No
CUST01506,Female,0,No,Yes,65,Yes,Fiber optic,Month-to-month,Mailed check,61.84,4005.46,Yes
CUST01507,Female,0,No,No,42,Yes,Fiber optic,Two year,Bank transfer,110.57,4618.65,Yes
CUST01508,Female,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,Bank transfer,110.26,2495.12,Yes
CUST01509,Female,0,No,Yes,27,Yes,No,One year,Bank transfer,119.24,3206.39,No
CUST01510,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Credit card,75.09,2439.9,Yes
